schid,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,fr_catmn,fr_lvel,fr_size,fr_urban
3025,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,-1,1,1,2,-1,2,-1,1,2,2,-1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,3,4,3,4,5,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,52,0,0,7,41,0,0,7,11,10,86,86,4,3,0,3,3,3,0,2,2,95,163,126,2,52,62,54,42,10,2,0,64,1,1,0,35,27,0,3,0,0,1,48,0,0,3,3,3,3
3026,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,2,2,4,4,4,4,4,5,5,5,2,-1,2,-1,1,1,1,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,70,0,0,0,50,0,1,1,12,5,60,60,4,6,0,8,0,1,1,3,3,94,124,117,7,50,3,2,50,0,0,0,70,0,0,0,0,0,0,0,0,0,0,50,0,0,2,1,3,4
3027,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,-1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,2,3,1,2,3,1,2,3,3,3,3,2,2,4,2,4,3,4,2,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,1,1,2,151,0,0,0,151,0,7,20,15,10,80,75,3,20,0,20,0,4,0,4,2,85,250,240,4,297,235,136,171,119,2,0,290,5,5,7,120,60,2,12,10,30,92,151,13,1,4,3,4,2
3028,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,3,3,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,2,3,3,1,3,2,3,2,2,3,3,3,2,2,4,4,5,5,5,4,5,5,2,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,-1,1,2,2,-1,1,2,1,1,1,1,2,-1,1,0,0,0,1,0,0,10,6,15,50,60,6,2,0,2,0,1,0,3,3,94,37,34,7,2,5,2,2,0,0,0,2,0,0,0,3,0,0,0,0,0,1,1,0,1,2,1,2,2
3030,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,3,3,3,3,3,3,1,3,3,2,2,4,4,4,5,5,5,5,5,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,2,1,1,1,1,1,1,2,-1,73,0,2,0,71,0,2,6,15,10,40,75,7,3,0,3,3,1,0,3,3,96,13,8,8,88,10,8,81,5,0,0,79,0,0,2,7,5,0,0,0,0,15,73,0,2,2,3,2,3
3031,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,3,1,3,3,3,3,3,2,3,3,2,3,3,2,2,4,4,4,4,5,5,5,5,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,0,0,0,10,6,0,3,8,10,65,75,5,16,1,8,0,11 or more,0,3,3,95,75,15,7,39,33,25,10,23,0,6,39,0,0,0,12,4,0,2,5,2,20,10,0,1,2,3,4,1
3032,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,3,5,4,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,4,4,4,4,5,4,4,5,1,2,1,1,1,1,1,2,1,2,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,215,0,0,0,215,0,9,1,13,10,60,90,4,26 or more,0,26 or more,5,6,1,4,3,95,130,150,6,231,23,23,215,14,0,0,231,0,0,2,20,20,0,2,0,0,14,215,0,2,3,3,4,1
3033,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,-1,2,1,1,1,1,2,1,2,2,1,1,2,3,4,4,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,3,3,1,1,3,3,2,2,3,1,2,2,2,2,4,2,3,4,4,4,5,5,1,2,1,2,1,2,2,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,156,0,0,0,15,0,0,2,18,15,10,20,12,3,0,0,0,1,0,2,2,98,87,91,5,33,40,0,33,0,1,0,174,0,0,0,36,0,0,0,0,0,18,15,0,0,2,2,1,3
3036,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,4,4,4,4,2,2,2,1,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,5,4,5,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,7,9,0,40,70,9,1,0,0,0,0,0,3,3,96,90,10,7,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,1,4
3037,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,-1,2,-1,2,-1,1,2,2,2,2,-1,2,2,2,1,1,1,2,2,2,2,2,2,3,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,3,2,2,3,3,2,3,2,3,3,2,2,5,4,4,3,3,4,5,5,2,-1,2,-1,2,-1,1,2,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,15,0,0,0,7,2,0,0,0,2,0,4,2,92,4,3,1,5,3,0,2,3,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,4,3,2,1
3039,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,-1,1,2,2,2,2,-1,2,1,2,1,1,2,2,2,2,1,2,2,4,3,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,3,2,2,2,2,1,2,3,2,3,3,2,2,4,2,3,3,5,3,5,5,1,1,2,-1,1,2,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,10,0,0,0,10,1,0,0,5,5,40,60,6,2,0,3,0,1,0,3,3,97,2,1,3,13,8,6,10,2,1,1,13,1,1,0,3,1,0,0,3,0,0,10,0,0,1,3,2,4
3041,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,3,3,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,3,3,3,3,3,2,3,3,2,2,2,2,2,4,3,3,4,2,4,4,5,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,44,0,0,24,20,2,0,1,13,20,20,20,6,6,0,2,0,2,0,2,2,94,132,143,6,59,55,6,20,37,1,2,59,0,0,0,32,2,0,0,2,0,13,44,0,0,3,2,3,2
3042,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,2,2,4,3,4,4,5,3,5,5,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,19,0,0,0,19,0,1,16,13,10,70,97,8,13,0,10,0,3,3,3,3,97,122,73,6,63,65,40,62,0,0,0,63,0,0,1,22,15,0,3,16,3,22,19,0,0,3,3,4,4
3045,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,-1,1,1,2,-1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,1,2,1,3,2,2,2,3,2,2,2,3,3,3,2,2,4,2,4,4,4,2,5,5,1,2,2,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,20,0,0,0,25,0,0,1,5,15,5,60,6,3,0,1,0,2,0,2,2,93,50,30,4,50,39,0,50,0,2,0,45,0,0,0,35,0,0,0,0,0,25,25,0,0,4,1,3,1
3046,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,-1,1,1,2,2,2,-1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2,2,4,1,4,4,4,4,4,4,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,75,0,2,7,60,0,9,30,21,2,75,75,8,6,0,2,2,1,0,1,3,80,10,73,3,114,63,20,80,27,1,0,100,0,0,7,38,5,0,0,0,0,45,69,0,0,3,2,3,4
3047,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,4,3,4,4,5,4,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,28,0,0,17,11,8,16,7,17,20,22,33,6,7,0,6,0,3,0,3,3,91,37,42,6,56,35,24,18,25,0,8,51,0,0,5,14,8,0,0,13,3,12,28,0,0,3,3,4,4
3049,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,4,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,5,4,5,5,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,48,0,0,1,47,0,0,0,16,10,90,95,9,4,2,5,0,1,1,3,3,95,7,7,7,54,7,0,53,1,0,0,54,0,0,0,6,0,0,0,0,0,6,48,0,0,2,2,2,3
3050,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,2,1,2,4,3,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,3,2,2,4,2,4,5,5,3,5,5,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,1,1,1,36,0,0,0,36,0,0,0,12,1,90,70,8,6,0,15,0,4,0,3,3,96,39,37,5,46,19,7,45,1,1,0,46,1,1,0,12,1,0,1,0,0,9,36,0,0,2,2,3,1
3052,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,4,3,3,2,4,1,4,5,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,200,0,0,80,120,0,12,10,20,20,65,75,6,5,1,5,0,3,0,4,2,90,75,20,6,229,81,81,120,100,2,0,229,10,10,9,60,60,1,0,6,2,20,200,3,0,4,3,4,1
3055,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,4,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,4,2,4,3,4,2,4,5,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,50,0,0,0,40,0,2,1,12,50,10,30,2,7,0,3,0,1,1,2,2,93,201,168,6,94,43,13,88,4,2,0,111,0,0,2,20,8,0,9,0,0,45,40,0,0,3,1,3,1
3056,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,4,1,3,4,5,1,1,1,2,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,175,3,0,1,25,3,0,1,19,14,25,50,6,8,4,14,3,4,0,4,3,94,39,21,7,56,58,23,44,9,3,3,216,0,0,0,39,16,0,1,0,1,25,29,0,0,2,2,3,1
3057,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,4,4,4,4,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,5,2,4,5,5,4,5,5,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,0,0,0,0,0,0,0,1,23,3,95,95,1,2,1,3,0,1,1,3,3,96,25,4,8,1,3,0,1,0,1,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,3,1,3,2
3059,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,3,3,2,1,1,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,4,4,3,4,3,4,5,1,2,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,50,0,1,10,39,0,1,1,8,10,75,60,9,4,0,4,0,2,0,2,2,90,48,44,6,75,27,2,39,35,0,0,75,0,0,1,25,2,0,0,0,0,25,50,0,0,4,2,3,2
3060,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,-1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,3,3,2,1,1,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,3,1,2,3,2,3,2,1,3,3,2,2,2,2,2,4,1,4,4,4,2,5,5,2,-1,2,-1,1,2,1,1,1,1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,0,0,0,0,0,0,0,14,15,21,30,30,8,4,1,3,0,1,0,4,1,96,51,103,4,18,10,1,18,0,2,0,18,0,0,0,9,0,0,0,0,0,18,0,0,2,3,2,3,3
3061,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,-1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,4,3,4,3,3,4,3,4,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,204,0,3,20,157,0,40,50,8,15,20,25,9,8,0,6,0,6,0,3,3,91,50,50,5,198,100,67,163,20,0,0,231,0,0,15,50,25,0,0,10,0,8,180,5,2,4,3,4,1
3062,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,-1,1,1,2,-1,1,1,1,2,2,-1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,2,5,2,5,4,5,5,5,5,1,2,1,2,1,1,2,-1,1,2,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,100,0,0,10,90,0,5,1,10,10,50,50,6,4,0,2,0,1,0,3,3,95,30,25,3,107,8,3,93,10,1,0,107,0,0,4,5,1,1,1,0,0,5,100,0,0,2,2,2,4
3063,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,3,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,3,3,2,3,3,2,2,4,4,4,4,5,3,5,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,50,0,2,25,25,0,2,1,15,10,70,50,8,14,0,2,0,6,1,3,3,98,5,5,6,65,41,41,25,38,0,0,63,0,0,2,1,1,0,1,2,0,10,52,0,0,3,3,4,2
3064,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,3,3,4,1,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,2,5,5,1,2,1,2,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,12,0,0,0,12,0,1,1,14,10,88,75,6,4,0,5,0,2,0,3,3,93,26,39,8,45,59,0,45,0,1,0,45,0,0,0,57,0,0,2,0,0,31,12,0,0,2,1,3,4
3065,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,-1,2,-1,2,-1,1,2,1,2,2,-1,2,1,1,1,1,2,2,1,2,1,2,2,4,4,4,5,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,1,2,1,2,2,-1,2,-1,1,1,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,0,0,0,2,0,0,2,21,2,77,80,7,6,0,9,0,1,1,4,3,96,14,16,2,7,16,5,7,0,0,0,7,0,0,0,12,4,0,0,0,0,5,2,0,0,2,2,3,2
3066,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,3,3,2,3,3,3,2,3,3,3,3,2,2,4,2,4,4,5,2,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,2,1,2,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,2,1,2,1,1,16,0,0,1,13,0,1,61,10,15,40,50,4,3,0,2,0,1,1,2,2,96,129,86,6,61,62,3,59,1,2,0,63,0,0,1,57,0,0,0,0,0,47,14,0,0,4,1,3,2
3067,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,-1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,4,4,3,5,1,1,1,1,1,1,1,2,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,296,0,0,100,196,15,5,9,17,40,62,50,9,26 or more,0,26 or more,0,0,4,1,2,84,130,126,4,397,83,34,196,186,3,15,427,0,0,0,58,13,0,9,7,0,85,296,5,1,3,3,4,1
3068,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,3,4,4,5,5,5,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,60,0,0,5,0,0,20,1,6,10,75,85,7,9,0,12,2,4,0,3,3,95,33,109,7,26,40,24,0,22,1,0,79,1,1,4,16,11,2,0,4,0,15,5,0,3,2,3,4,3
3069,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,4,4,4,4,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,3,3,3,3,2,3,3,3,3,3,2,2,4,4,5,5,5,4,5,5,2,-1,2,-1,1,1,1,2,2,-1,2,-1,2,-1,1,1,1,2,1,2,1,2,1,2,2,-1,2,-1,1,1,1,1,2,-1,3,0,1,0,3,0,1,23,10,0,90,95,2,1,1,1,1,1,1,3,3,99,3,22,6,4,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,0,2,1,1,1
