schid,c0014_r,c0016_r,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,c0578,c0578_dd,c0578_mm,c0578_yy,c0580,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,strata,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,sec_ft,sec_pt,fr_catmn,fr_lvel,fr_size,fr_urban,finalwgt,repwgt1,repwgt2,repwgt3,repwgt4,repwgt5,repwgt6,repwgt7,repwgt8,repwgt9,repwgt10,repwgt11,repwgt12,repwgt13,repwgt14,repwgt15,repwgt16,repwgt17,repwgt18,repwgt19,repwgt20,repwgt21,repwgt22,repwgt23,repwgt24,repwgt25,repwgt26,repwgt27,repwgt28,repwgt29,repwgt30,repwgt31,repwgt32,repwgt33,repwgt34,repwgt35,repwgt36,repwgt37,repwgt38,repwgt39,repwgt40,repwgt41,repwgt42,repwgt43,repwgt44,repwgt45,repwgt46,repwgt47,repwgt48,repwgt49,repwgt50,ic0110,ic0112,ic0114,ic0116,ic0120,ic0122,ic0124,ic0126,ic0128,ic0130,ic0132,ic0134,ic0136,ic0138,ic0140,ic0141,ic0142,ic0143,ic0144,ic0146,ic0148,ic0150,ic0152,ic0154,ic0156,ic0158,ic0160,ic0162,ic0164,ic0166,ic0168,ic0169,ic0170,ic0171,ic0172,ic0173,ic0174,ic0176,ic0178,ic0180,ic0182,ic0184,ic0186,ic0188,ic0190,ic0192,ic0194,ic0196,ic0198,ic0200,ic0202,ic0204,ic0206,ic0208,ic0210,ic0212,ic0214,ic0216,ic0218,ic0220,ic0222,ic0224,ic0226,ic0228,ic0230,ic0244,ic0246,ic0248,ic0250,ic0252,ic0254,ic0256,ic0258,ic0260,ic0262,ic0264,ic0266,ic0268,ic0270,ic0272,ic0274,ic0276,ic0280,ic0282,ic0284,ic0286,ic0288,ic0290,ic0292,ic0294,ic0296,ic0298,ic0300,ic0302,ic0304,ic0306,ic0308,ic0374,ic0376,ic0378,ic0380,ic0382,ic0384,ic0386,ic0388,ic0390,ic0392,ic0394,ic0396,ic0398,ic0400,ic0402,ic0404,ic0406,ic0408,ic0410,ic0412,ic0414,ic0416,ic0418,ic0420,ic0422,ic0424,ic0426,ic0428,ic0430,ic0432,ic0434,ic0436,ic0438,ic0440,ic0442,ic0444,ic0446,ic0448,ic0450,ic0452,ic0454,ic0456,ic0508,ic0510,ic0512,ic0514,ic0516,ic0518,ic0520,ic0526,ic0528,ic0532,ic0534,ic0536,ic0538,ic0540,ic0542,ic0544,ic0546,ic0556,ic0558,ic0560,ic0562,ic0568,ic0570,ic0572
2485,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,3,3,4,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,3,1,2,3,3,3,3,2,3,3,3,3,3,2,2,5,3,4,5,5,4,4,5,1,2,1,1,1,1,1,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,3,2,10,15,20,80,7,8,0,7,0,5,0,4,3,95,83,74,5192008,19,5,2008,13,7,17,30,6,13,2,0,0,234,15,0,0,2,17,0,0,0,0,0,17,0,0,0,0,1,3,2,3,4,15.23367,15.68369,15.49339,15.49114,15.64049,15.46599,15.25633,15.43432,15.4236,15.43064,15.51921,15.44384,15.4355,15.44263,15.63789,15.45385,15.4557,15.81237,15.62607,15.47108,15.62386,15.45695,15.41049,15.60524,15.71538,15.78236,15.72891,15.82597,15.63234,15.46781,15.39892,15.62428,15.42884,15.43291,15.47062,15.31154,15.36578,15.36476,15.78686,15.5469,0,15.58948,15.54253,15.67625,15.71178,15.63684,15.63693,15.45056,15.68194,15.48311,15.5496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,1,5,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,3,1,1,2,2,2,4,4,4,4,3,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,100,0,20,30,50,15,37,5,18,20,70,70,6,14,0,12,2,6,0,2,2,95,515,466,3042008,4,3,2008,,8,126,25,9,50,47,0,1,342,124,1,1,28,14,4,0,0,5,3,18,100,0,0,9,5,3,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,9.924921,10.00344,9.918057,10.10029,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,0,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,10.00583,10.04165,9.99956,9.865582,9.936089,10.01967,9.92279,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,11,0,10,0,0,0,0,0
2487,1,15,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,-1,2,2,2,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,3,2,2,3,3,3,2,1,3,3,2,2,2,2,2,4,2,3,3,4,3,5,5,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,10,0,0,5,5,15,0,0,8,5,40,75,8,4,0,1,0,2,0,2,3,95,10,8,5202008,20,5,2008,27,4,45,47,17,15,15,1,15,334,35,5,3,0,30,3,0,0,25,0,10,10,0,2,0,1,1,3,3,4,15.46409,15.93453,16.01894,15.68811,16.04288,15.93322,15.82843,15.90453,15.89027,15.96739,15.7111,15.55079,15.90549,15.72386,15.45957,15.83564,15.7882,15.77996,15.63992,15.73295,15.69013,15.61335,15.51271,15.812,15.70051,15.77672,15.69307,15.77057,15.69228,15.82514,15.69059,15.85761,15.57639,15.74557,15.61729,15.68966,15.93812,15.99981,15.83204,15.66923,15.72236,15.82228,15.85159,15.91047,0,16.00246,15.47389,15.81367,15.86591,15.85904,15.61248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,1,6,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,-1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,3,3,3,2,2,2,3,2,1,1,1,2,2,3,2,4,1,2,2,3,4,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,2,-1,1,1,2,-1,537,0,0,124,413,0,18,11,18,25,50,60,8,18,0,4,0,5,0,4,2,96,64,71,4072008,7,4,2008,100,6,604,55,38,415,171,4,0,344,584,2,2,18,17,5,0,2,22,10,33,537,2,0,3,0,3,3,4,4,9.311078,9.542845,9.464311,9.425093,9.449903,9.544065,9.511982,9.680037,9.385765,9.47073,9.382607,9.451136,9.406881,9.40536,9.460445,9.384765,9.409032,9.575878,9.550625,9.532866,9.4368,9.432111,9.394675,9.480944,9.434122,9.474378,9.528688,9.560788,9.474856,9.472008,9.444181,9.545935,9.37263,9.458961,9.466977,9.45736,9.471345,9.606036,9.583631,9.56574,9.541491,9.568659,9.723574,9.625507,9.547748,9.509124,9.596895,9.599524,9.533686,0,9.612804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,2,13,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,2,3,3,2,2,2,2,2,5,4,4,3,3,2,5,5,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,61,0,0,0,0,16,34,0,28,30,55,65,6,18,0,5,0,3,0,4,3,86,21,212,4062008,6,4,2008,35,6,103,107,107,30,30,1,16,441,130,0,0,27,84,84,1,0,24,0,78,0,0,0,5,0,4,4,4,1,17.23708,17.81647,17.8429,16.30921,16.21612,16.43285,17.09776,16.4071,16.91822,17.04429,16.98832,16.96535,17.91688,17.90464,17.94842,16.97672,17.99748,0,17.89284,16.97517,18.06438,17.83777,18.55623,18.36254,18.27995,17.92474,17.50249,16.84379,16.76771,18.71913,17.23734,19.03322,18.67541,18.54684,18.57638,16.99195,17.0437,17.11645,17.25626,17.13307,17.05055,17.18384,17.96556,18.57055,17.93698,18.57217,18.05936,18.09071,17.74192,17.69889,17.21709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2490,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,4,5,5,5,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,0,0,0,0,0,0,0,0,5,25,80,70,7,4,0,3,0,2,0,3,3,97,16,22,2292008,29,2,2008,20,7,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,2,2,2,20.3962,20.65635,20.89812,20.72079,21.0117,20.69807,21.1242,21.12445,20.58134,20.52007,20.63554,21.11542,21.05079,20.92393,20.71438,20.94617,20.58602,20.81714,20.82632,20.94061,20.59505,21.12483,21.0094,20.59822,20.44922,20.72138,20.72553,20.9558,20.33212,20.20765,20.79521,20.34506,20.70684,0,20.77858,20.4395,20.82304,21.08807,20.7976,21.07527,20.65225,20.67284,20.9427,20.97744,21.02867,21.30458,21.35484,20.7363,20.83721,20.75348,20.90153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,0,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2491,4,5,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,1,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,3,4,4,4,3,5,1,2,2,-1,2,-1,2,-1,1,2,1,2,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,0,0,0,0,0,0,0,27,17,15,25,40,10,11,0,9,0,2,0,4,2,90,157,117,4102008,10,4,2008,,3,5,17,17,5,0,0,0,231,5,0,0,0,12,12,0,0,0,0,5,0,8,0,1,0,4,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,0,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0
2492,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,4,4,4,1,3,1,3,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,1,2,2,-1,1,2,1,1,1,1,1,1,1,2,207,0,0,0,182,0,0,16,26,0,50,90,8,12,0,2,0,1,0,2,2,82,108,575,3082008,8,3,2008,,7,232,66,10,232,0,2,0,341,255,3,0,0,46,0,0,14,3,1,32,182,10,0,20,0,4,3,4,1,9.098795,9.366619,9.196525,9.332659,9.288548,9.292748,9.307448,9.311207,9.363542,9.288691,9.284163,9.332199,9.299424,9.287636,9.330816,9.319927,9.220969,9.283726,9.297361,9.321715,9.241516,9.368225,9.214739,9.18898,9.22107,9.248509,9.245387,9.291862,9.337391,9.274752,9.332871,9.248027,9.287498,9.241836,9.205149,9.281322,9.293133,9.239961,9.254917,9.315234,9.238841,9.242147,9.258463,9.268575,9.165812,9.210179,9.366594,9.306567,0,9.438241,9.340895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,4,3,3,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,3,1,1,3,2,3,2,2,2,5,2,4,2,4,2,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,2,-1,25,0,0,25,0,0,4,0,8,65,35,50,3,6,4,13,0,1,2,2,2,92,50,25,3012008,1,3,2008,35,7,38,32,2,2,33,3,0,121,38,0,0,3,24,0,1,1,1,0,10,25,0,2,1,5,4,1,2,1,93.32211,95.84936,94.36652,94.73872,95.32541,94.97915,97.10383,93.68594,96.37342,96.06387,96.41994,95.14712,93.97857,95.10104,95.25072,94.5901,94.48027,95.54881,95.59896,94.45227,94.80081,95.42947,95.2377,94.84945,95.35198,93.92699,95.80257,95.6648,94.78281,95.7409,95.92055,94.97721,95.54436,94.23705,0,94.56563,96.10651,95.61576,95.75648,94.17754,96.40174,95.36104,96.02,95.85226,96.5312,95.25437,95.02293,95.27176,95.09351,93.2094,94.49523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,10,0,11,0,0,0,0,0
2494,1,8,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,3,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,4,4,4,4,5,3,5,5,1,2,1,2,1,1,2,-1,2,-1,1,2,2,-1,1,1,1,1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,2,-1,549,0,2,0,549,0,15,2,20,4,45,50,7,3,0,2,0,1,0,3,3,94,11,30,3032008,3,3,2008,50,6,563,20,9,553,0,0,0,323,561,0,0,10,9,4,0,0,5,0,7,551,0,2,0,1,2,3,2,3,19.5364,19.73215,19.58533,19.98356,19.90058,19.65037,19.72356,19.75729,19.63342,19.90555,19.88883,19.91495,19.72682,19.7085,19.94125,19.84729,20.05191,19.60138,20.07627,20.03052,19.98098,20.06187,19.65263,20.13695,20.29436,20.3212,19.64644,19.95885,20.05471,19.95731,20.5723,0,20.49084,19.6738,20.46956,20.3938,20.1005,19.96188,20.0258,20.12418,20.17119,20.21095,20.01813,19.93041,19.57656,19.61867,19.94089,19.62747,19.78539,19.81454,19.29753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2495,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,-1,2,1,1,1,1,1,1,1,2,2,1,2,4,4,4,4,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,5,5,5,2,-1,2,-1,1,2,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,0,0,0,0,0,0,0,5,20,1,80,90,2,9,1,20,0,3,0,3,3,95,20,2,3242008,24,3,2008,25,6,0,1,1,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,89.90325,93.01337,91.11435,92.11642,92.604,92.08888,92.62478,91.71486,92.3018,91.50349,92.15189,92.38103,89.147,89.93026,91.62638,92.21804,0,91.41884,91.04984,90.94997,89.76112,91.76304,91.2588,90.82236,91.0873,89.83191,91.82441,91.87831,90.97007,91.16944,92.16589,91.58897,92.18295,92.1352,92.58411,91.44995,92.73906,93.42873,93.06895,92.21681,93.04863,92.64619,92.80322,91.6665,91.51397,90.74214,91.7918,93.26066,92.01646,91.69833,90.81637,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0
2499,1,5,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,3,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,4,3,4,4,5,4,5,5,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,15,0,0,0,15,0,0,1,20,15,70,85,7,7,1,9,4,2,1,3,3,96,34,39,5022008,2,5,2008,75,6,31,29,18,25,6,0,0,224,31,0,0,0,10,3,0,2,2,0,12,15,0,1,0,1,1,2,2,4,26.69633,26.75941,27.34065,27.19883,26.34641,27.95908,27.31388,26.48437,27.71832,26.70766,26.72802,27.38464,27.33982,26.72944,27.24799,27.44242,27.13742,27.46881,26.93336,27.28095,27.48415,27.23771,27.27098,27.11392,27.3392,26.91836,27.8202,26.97027,28.01845,28.04172,26.36997,26.36884,27.67494,27.84347,26.82538,26.81413,27.0627,27.26665,27.15942,0,27.47485,27.26756,27.66219,27.5405,27.49461,27.68502,27.83594,27.27985,27.49195,27.02186,27.38441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0
