schid,c0014_r,c0016_r,c0110,c0112,c0114,c0116,c0120,c0122,c0124,c0126,c0128,c0130,c0132,c0134,c0136,c0138,c0140,c0141,c0142,c0143,c0144,c0146,c0148,c0150,c0152,c0154,c0156,c0158,c0160,c0162,c0164,c0166,c0168,c0169,c0170,c0171,c0172,c0173,c0174,c0176,c0178,c0180,c0182,c0184,c0186,c0188,c0190,c0192,c0194,c0196,c0198,c0200,c0202,c0204,c0206,c0208,c0210,c0212,c0214,c0216,c0218,c0220,c0222,c0224,c0226,c0228,c0230,c0244,c0246,c0248,c0250,c0252,c0254,c0256,c0258,c0260,c0262,c0264,c0266,c0268,c0270,c0272,c0274,c0276,c0280,c0282,c0284,c0286,c0288,c0290,c0292,c0294,c0296,c0298,c0300,c0302,c0304,c0306,c0308,c0374,c0376,c0378,c0380,c0382,c0384,c0386,c0388,c0390,c0392,c0394,c0396,c0398,c0400,c0402,c0404,c0406,c0408,c0410,c0412,c0414,c0416,c0418,c0420,c0422,c0424,c0426,c0428,c0430,c0432,c0434,c0436,c0438,c0440,c0442,c0444,c0446,c0448,c0450,c0452,c0454,c0456,c0508,c0510,c0512,c0514,c0516,c0518,c0520,c0526,c0528,c0532,c0534,c0536,c0538,c0540_r,c0542_r,c0544_r,c0546_r,c0556_r,c0558_r,c0560,c0562,c0568,c0570,c0572,c0578,c0578_dd,c0578_mm,c0578_yy,c0580,crisis08,distot08,incid08,incpol08,othact08,outsus08,probwk08,removl08,strata,stuoff08,svinc08,svpol08,transf08,vioinc08,viopol08,disfire08,disweap08,disdrug08,disalc08,disatt08,disins08,ganghate,disrupt,sec_ft,sec_pt,fr_catmn,fr_lvel,fr_size,fr_urban,finalwgt,repwgt1,repwgt2,repwgt3,repwgt4,repwgt5,repwgt6,repwgt7,repwgt8,repwgt9,repwgt10,repwgt11,repwgt12,repwgt13,repwgt14,repwgt15,repwgt16,repwgt17,repwgt18,repwgt19,repwgt20,repwgt21,repwgt22,repwgt23,repwgt24,repwgt25,repwgt26,repwgt27,repwgt28,repwgt29,repwgt30,repwgt31,repwgt32,repwgt33,repwgt34,repwgt35,repwgt36,repwgt37,repwgt38,repwgt39,repwgt40,repwgt41,repwgt42,repwgt43,repwgt44,repwgt45,repwgt46,repwgt47,repwgt48,repwgt49,repwgt50,ic0110,ic0112,ic0114,ic0116,ic0120,ic0122,ic0124,ic0126,ic0128,ic0130,ic0132,ic0134,ic0136,ic0138,ic0140,ic0141,ic0142,ic0143,ic0144,ic0146,ic0148,ic0150,ic0152,ic0154,ic0156,ic0158,ic0160,ic0162,ic0164,ic0166,ic0168,ic0169,ic0170,ic0171,ic0172,ic0173,ic0174,ic0176,ic0178,ic0180,ic0182,ic0184,ic0186,ic0188,ic0190,ic0192,ic0194,ic0196,ic0198,ic0200,ic0202,ic0204,ic0206,ic0208,ic0210,ic0212,ic0214,ic0216,ic0218,ic0220,ic0222,ic0224,ic0226,ic0228,ic0230,ic0244,ic0246,ic0248,ic0250,ic0252,ic0254,ic0256,ic0258,ic0260,ic0262,ic0264,ic0266,ic0268,ic0270,ic0272,ic0274,ic0276,ic0280,ic0282,ic0284,ic0286,ic0288,ic0290,ic0292,ic0294,ic0296,ic0298,ic0300,ic0302,ic0304,ic0306,ic0308,ic0374,ic0376,ic0378,ic0380,ic0382,ic0384,ic0386,ic0388,ic0390,ic0392,ic0394,ic0396,ic0398,ic0400,ic0402,ic0404,ic0406,ic0408,ic0410,ic0412,ic0414,ic0416,ic0418,ic0420,ic0422,ic0424,ic0426,ic0428,ic0430,ic0432,ic0434,ic0436,ic0438,ic0440,ic0442,ic0444,ic0446,ic0448,ic0450,ic0452,ic0454,ic0456,ic0508,ic0510,ic0512,ic0514,ic0516,ic0518,ic0520,ic0526,ic0528,ic0532,ic0534,ic0536,ic0538,ic0540,ic0542,ic0544,ic0546,ic0556,ic0558,ic0560,ic0562,ic0568,ic0570,ic0572
908,4,-1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,2,3,3,3,3,1,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,2,100,0,0,5,43,0,0,1,10,10,65,78,6,2,0,2,0,2,0,3,3,94,15,13,6192008,19,6,2008,80,4,48,7,5,43,5,0,0,232,100,0,0,0,0,0,0,0,0,0,0,48,0,3,2,1,3,2,3,2,16.01739,16.4878,16.45865,16.47302,16.48642,16.33027,16.37239,16.37946,16.4039,16.39523,16.55087,16.41756,16.25237,16.3581,16.42295,16.26325,16.21639,16.43007,16.39172,0,16.33882,16.35986,16.25774,16.31668,16.2196,16.22299,16.41237,16.38672,16.48539,16.40969,16.2911,16.32965,16.33454,16.3137,16.32627,16.24302,16.36133,16.27509,16.24694,16.12354,16.42061,16.33198,16.28293,16.32105,16.35036,16.23422,16.23859,16.43191,16.45032,16.34414,16.10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
909,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,5,4,5,5,2,-1,1,2,1,2,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,2,2,-1,2,-1,1,1,1,1,2,-1,70,0,0,0,70,0,0,1,7,5,93,80,8,15,0,21,1,11 or more,0,4,3,95,60,28,3112008,11,3,2008,90,8,85,19,0,72,13,0,0,342,85,0,0,0,10,0,0,2,3,1,9,70,0,0,2,1,3,3,4,2,9.797339,9.913236,10.03325,9.938167,9.839992,9.924921,10.00344,9.918057,0,9.956741,10.0733,10.08936,9.931762,10.10299,10.01804,9.961209,10.0269,10.01643,10.01054,9.90106,10.01885,9.939208,10.11654,10.04365,10.1122,10.18049,10.13921,10.05786,10.04797,10.06389,10.03131,9.983498,9.843515,9.922816,9.966759,10.00583,10.04165,9.99956,9.865582,9.936089,10.01967,9.92279,10.02138,9.978962,10.04868,9.990452,9.938726,10.0405,9.932924,9.966984,9.957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
910,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,-1,2,-1,2,-1,1,1,2,2,2,-1,2,1,1,1,1,1,1,1,1,2,2,2,4,4,3,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,3,2,3,3,3,3,3,1,2,3,3,3,3,2,2,2,1,2,4,5,4,5,5,2,-1,1,1,1,2,2,-1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,27,0,0,12,15,0,0,0,9,15,80,80,8,5,0,4,0,3,1,3,3,93,50,50,3012008,1,3,2008,17,1,35,32,15,15,20,3,0,334,35,0,0,0,17,2,0,0,3,0,5,27,0,0,0,1,1,3,3,4,19.07484,19.27494,19.84335,19.47454,18.97051,20.20221,19.81758,19.13105,19.8807,19.24846,19.15478,19.23194,19.47592,19.32553,19.54839,19.54598,19.47392,19.44695,19.23082,19.35883,19.39384,19.31385,19.28009,19.41509,19.29737,18.94799,19.78888,18.98815,20.08516,0,18.58444,18.89864,19.55738,19.78262,19.27581,19.2635,19.67343,19.716,19.35959,19.25731,19.68926,19.43881,19.80207,19.616,19.70424,19.7408,19.50904,19.48887,19.54767,19.55986,19.66271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,1,7,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,-1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,3,2,4,3,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,3,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,2,10,0,0,0,10,0,4,1,8,10,90,90,8,8,0,1,0,3,0,3,3,96,25,20,4072008,7,4,2008,30,6,14,41,3,14,0,0,0,241,14,0,0,0,35,0,0,0,0,0,4,10,0,0,1,0,3,2,4,1,11.87059,12.06026,11.93895,11.9177,11.85759,12.2422,12.24264,12.07642,12.17043,12.11872,12.06899,12.00318,11.96746,12.16357,12.14171,12.09361,12.21054,12.1113,12.04769,11.9656,12.17893,12.06244,12.09531,12.03937,12.14706,12.17095,12.12768,12.07465,11.93058,12.06964,12.14285,12.14479,12.00726,12.25495,12.12743,12.22796,12.29672,12.26948,12.22121,12.2986,12.1169,12.01297,12.03662,12.06263,12.27358,12.07905,12.12393,12.22991,11.93534,12.18293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
912,1,12,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,-1,2,1,1,1,1,1,1,1,2,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,2,3,2,2,3,3,3,2,3,2,3,3,2,2,3,1,4,3,5,3,4,5,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,222,0,2,20,200,0,2,0,20,20,40,60,8,7,0,3,0,4,0,2,2,94,150,253,4022008,2,4,2008,30,5,271,89,35,230,39,1,0,231,271,1,1,2,51,26,0,8,1,0,40,222,0,0,2,0,3,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,0,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,5,1,1,2,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,227,0,0,0,227,3,0,23,41,51,8,30,8,10,8,6,0,2,1,2,2,93,8,15,3302008,30,3,2008,895,5,264,131,127,227,37,7,0,231,264,0,0,0,98,98,0,0,0,6,31,227,7,1,0,2,4,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,16.14815,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,0,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,1,3,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,4,4,5,4,5,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,9,0,0,9,0,0,4,0,25,0,10,50,6,3,0,0,0,1,2,3,3,95,21,23,6032008,3,6,2008,62,8,20,21,5,0,16,0,0,424,16,0,0,4,9,0,0,0,8,0,3,9,0,0,0,2,1,4,2,4,64.40483,63.75048,67.9288,68.04501,67.92469,67.82434,67.64825,64.84209,67.7144,67.83698,0,68.31441,67.75784,67.73714,68.2636,67.61714,64.03686,67.1367,67.42482,67.17294,64.63228,65.08215,64.56275,63.6924,64.50536,63.83584,64.0567,64.44571,64.75684,63.80963,64.72581,64.93161,64.40337,64.40121,64.93631,64.15794,64.31954,64.45069,64.54301,64.92263,64.90742,64.52081,66.34932,65.97167,66.40475,66.11401,64.39537,64.29677,66.67717,67.05598,64.99467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0
917,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,4,4,4,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,3,2,2,2,2,3,2,2,2,3,1,2,1,2,2,5,1,4,4,5,4,5,5,1,2,1,2,2,-1,2,-1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,-1,2,-1,1,2,1,1,2,-1,12,0,0,0,0,0,0,0,15,20,35,60,4,2,1,5,2,1,0,4,3,93,25,25,3072008,7,3,2008,30,6,6,21,1,6,0,1,0,113,18,0,0,0,15,0,0,0,0,0,6,0,0,0,-1,-1,1,1,1,3,103.2883,106.2226,106.1339,105.4991,106.0324,104.0587,101.5615,104.6752,106.3092,0,101.0872,107.1621,107.0296,105.8588,107.2233,107.543,107.8541,107.3675,104.6335,109.22,109.948,108.6391,106.1835,108.2199,106.0768,105.1966,107.6415,108.2989,105.2802,105.985,104.2131,103.135,105.2299,103.5958,103.8121,104.2696,103.5937,104.8186,104.3216,104.8724,103.1939,104.0687,104.025,104.2795,104.2046,103.6771,102.0826,105.9195,104.4646,106.1288,104.3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,4,3,4,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,53,0,0,0,6,0,0,15,10,15,5,20,4,8,0,4,0,0,0,2,2,75,120,120,4072008,7,4,2008,45,8,55,44,1,55,0,3,0,132,102,1,1,0,31,1,3,6,0,0,40,6,0,0,1,0,4,1,3,2,66.58472,68.55629,68.21412,67.85118,68.84406,68.48969,67.85621,67.99365,68.01613,67.15561,67.91653,67.97034,67.45686,67.32792,68.4678,67.93903,68.09876,67.74293,67.22157,67.31779,66.81596,67.59148,67.97435,67.97121,67.81115,67.63743,67.65029,68.29371,68.50477,67.7314,68.50186,67.67804,68.0813,68.05767,68.15661,68.36331,67.8384,68.32718,68.55602,67.96886,68.53143,68.44491,68.00449,67.24458,0,67.15921,67.82983,68.09068,68.01211,68.46682,67.98512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,1,4,1,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,-1,1,2,1,2,2,-1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,3,3,3,2,2,3,3,2,2,2,2,2,4,3,4,2,4,3,4,5,1,2,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,2,-1,30,0,0,30,0,0,15,5,15,10,40,50,3,18,0,5,0,7,1,3,3,95,300,350,2272008,27,2,2008,30,5,63,118,118,0,55,1,0,344,63,21,21,8,61,61,0,3,10,10,10,30,2,1,2,5,3,3,4,4,9.311078,9.542845,9.464311,9.425093,9.449903,9.544065,9.511982,9.680037,9.385765,9.47073,9.382607,9.451136,9.406881,9.40536,9.460445,9.384765,9.409032,9.575878,9.550625,9.532866,9.4368,9.432111,9.394675,9.480944,9.434122,9.474378,9.528688,9.560788,9.474856,9.472008,9.444181,9.545935,9.37263,9.458961,9.466977,9.45736,9.471345,9.606036,9.583631,9.56574,9.541491,9.568659,0,9.625507,9.547748,9.509124,9.596895,9.599524,9.533686,9.493228,9.612804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,1,6,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,3,3,2,3,3,3,2,3,2,2,2,2,2,4,4,4,4,4,2,4,5,2,-1,2,-1,1,1,2,-1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,334,0,10,17,42,0,12,6,8,10,70,70,6,14,0,5,0,5,0,4,3,98,189,201,2282008,28,2,2008,75,8,85,60,60,52,21,1,0,242,350,0,0,12,33,33,0,0,3,1,12,69,0,0,3,1,4,2,4,2,13.77379,13.92835,14.14325,14.09238,13.99236,14.12998,14.16745,13.93343,14.23133,14.11694,14.08471,13.94244,13.97174,14.42253,14.10613,13.98127,14.17446,13.91727,14.06165,13.94121,14.28576,14.00707,0,13.98423,13.91044,14.23356,14.07319,13.91146,13.83907,14.00205,14.09229,13.88354,13.6319,14.2602,13.96811,14.07045,14.27691,14.1258,14.04529,13.95643,14.07471,13.85616,13.99531,14.17906,14.31711,13.99368,14.08119,14.16346,13.98071,14.04721,14.13253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,2,3,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,4,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,3,1,3,1,1,2,2,1,3,3,3,3,3,2,2,4,3,4,3,3,3,4,5,2,-1,2,-1,1,1,2,-1,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,1,1,2,-1,1,1,1,1,1,1,1,1,105,0,0,3,105,0,1,40,2,30,10,25,3,15,0,8,0,3,0,2,2,97,150,75,5212008,21,5,2008,150,8,161,229,52,140,20,0,0,231,147,1,1,1,141,26,0,1,2,0,50,108,0,0,3,4,4,2,3,1,15.91984,16.4369,16.10028,15.96298,15.93544,16.27596,16.2618,16.09591,16.34567,0,16.3775,16.22681,16.05768,16.29872,16.33954,16.15539,16.15496,16.41943,16.28953,16.10394,16.29896,16.21865,16.23054,16.22237,16.3965,16.21586,16.3591,16.21928,16.31775,16.2781,16.1749,16.36806,16.2861,16.20151,16.30871,16.32555,16.34455,16.23987,16.20908,16.45143,16.24254,16.23064,16.13137,16.16387,16.32765,16.27281,16.129,16.27719,16.17563,16.33073,16.30505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
